Rk,Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Power5,Year
20,Brett Rypien,Boise State,MWC,13,301,447,67.3,3705,8.3,8.9,30,7,156.0,85,12,0.1,0,0,2018
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2018
21,Trevor Lawrence,Clemson,ACC,15,259,397,65.2,3280,8.3,9.3,30,4,157.6,60,177,3.0,1,1,2018
22,Taylor Cornelius,Oklahoma State,Big 12,13,288,485,59.4,3978,8.2,8.3,32,13,144.7,122,406,3.3,10,1,2018
23,Jake Browning,Washington,Pac-12,14,252,388,64.9,3192,8.2,7.9,16,10,142.5,85,139,1.6,4,1,2018
24,Jake Bentley,South Carolina,SEC,13,240,388,61.9,3171,8.2,7.9,27,14,146.3,65,78,1.2,2,1,2018
25,Ryan Finley,North Carolina State,ACC,13,326,484,67.4,3928,8.1,8.1,25,11,148.0,42,21,0.5,1,1,2018
26,Mason Fine,North Texas,CUSA,13,303,469,64.6,3793,8.1,8.8,27,5,149.4,69,20,0.3,2,0,2018
27,Evan Orth,South Alabama,Sun Belt,10,145,222,65.3,1795,8.1,7.9,11,6,144.2,56,173,3.1,1,0,2018
28,Cole McDonald,Hawaii,MWC,13,285,484,58.9,3875,8.0,8.6,36,10,146.5,134,359,2.7,4,0,2018
29,David Blough,Purdue,Big Ten,13,305,462,66.0,3705,8.0,8.1,25,10,146.9,75,52,0.7,3,1,2018
30,Drew Lock,Missouri,SEC,13,275,437,62.9,3498,8.0,8.5,28,8,147.7,55,175,3.2,6,1,2018
31,Shea Patterson,Michigan,Big Ten,13,210,325,64.6,2600,8.0,8.4,22,7,149.8,76,273,3.6,2,1,2018
32,Zac Thomas,Appalachian State,Sun Belt,12,159,254,62.6,2039,8.0,8.6,21,6,152.6,92,504,5.5,10,0,2018
33,Justice Hansen,Arkansas State,Sun Belt,13,286,434,65.9,3447,7.9,8.3,27,9,149.0,133,411,3.1,6,0,2018
34,Desmond Ridder,Cincinnati,American,13,194,311,62.4,2445,7.9,8.4,20,5,146.4,149,583,3.9,5,0,2018
35,Andre Nunez,Louisiana,Sun Belt,14,182,287,63.4,2272,7.9,7.4,20,12,144.5,56,-15,-0.3,3,0,2018
36,Justin Herbert,Oregon,Pac-12,13,240,404,59.4,3151,7.8,8.3,29,8,144.6,71,166,2.3,2,1,2018
37,Jarrett Guarantano,Tennessee,SEC,12,153,246,62.2,1907,7.8,8.2,12,3,141.0,40,-94,-2.4,0,1,2018
38,Sam Ehlinger,Texas,Big 12,14,275,425,64.7,3292,7.7,8.4,25,5,146.8,164,482,2.9,16,1,2018
39,Tyree Jackson,Buffalo,MAC,14,225,407,55.3,3131,7.7,7.7,28,12,136.7,55,161,2.9,7,0,2018
40,Kyle Shurmur,Vanderbilt,SEC,13,254,406,62.6,3130,7.7,8.2,24,6,143.9,39,-80,-2.1,0,1,2018
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2018
41,Manny Wilkins,Arizona State,Pac-12,13,247,393,62.8,3025,7.7,8.0,20,6,141.2,112,452,4.0,8,1,2018
42,Charlie Brewer,Baylor,Big 12,13,240,390,61.5,3019,7.7,7.7,19,9,138.0,133,375,2.8,7,1,2018
43,Blake LaRussa,Old Dominion,CUSA,11,249,393,63.4,3015,7.7,7.5,19,10,138.7,51,-68,-1.3,1,0,2018
44,Caleb Evans,Louisiana-Monroe,Sun Belt,12,231,374,61.8,2869,7.7,7.1,16,12,133.9,140,632,4.5,10,0,2018
45,Eric Dungey,Syracuse,ACC,13,226,371,60.9,2868,7.7,7.6,18,9,137.0,184,754,4.1,15,1,2018
46,Blake Barnett,South Florida,American,11,214,350,61.1,2705,7.7,7.0,12,11,131.1,107,301,2.8,8,0,2018
47,Bryce Perkins,Virginia,ACC,13,225,349,64.5,2680,7.7,8.0,25,9,147.5,212,923,4.4,9,1,2018
48,Jack Abraham,Southern Mississippi,CUSA,9,223,305,73.1,2347,7.7,7.2,15,10,147.4,49,-78,-1.6,1,0,2018
49,Brent Stockstill,Middle Tennessee State,CUSA,14,326,464,70.3,3544,7.6,7.9,29,10,150.7,127,140,1.1,2,0,2018
50,Joe Burrow,LSU,SEC,13,219,379,57.8,2894,7.6,7.9,16,5,133.2,128,399,3.1,7,1,2018
51,Jarrett Stidham,Auburn,SEC,13,224,369,60.7,2794,7.6,7.9,18,5,137.7,72,1,0.0,3,1,2018
52,Feleipe Franks,Florida,SEC,13,188,322,58.4,2457,7.6,8.3,24,6,143.4,110,350,3.2,7,1,2018
53,K.J. Carta-Samuels,Colorado State,MWC,9,183,298,61.4,2261,7.6,7.5,19,9,140.1,45,-14,-0.3,1,0,2018
54,Sheriron Jones,New Mexico,MWC,11,102,187,54.5,1417,7.6,6.1,13,12,128.3,79,286,3.6,0,0,2018
55,Ty Gangi,Nevada,MWC,12,268,443,60.5,3331,7.5,7.3,24,13,135.7,51,146,2.9,3,0,2018
56,Kellen Mond,Texas A&M,SEC,13,238,415,57.3,3107,7.5,7.7,24,9,135.0,149,474,3.2,7,1,2018
57,Ryan Willis,Virginia Tech,ACC,12,213,364,58.5,2716,7.5,7.7,24,9,138.0,113,354,3.1,4,1,2018
58,Adrian Martinez,Nebraska,Big Ten,11,224,347,64.6,2617,7.5,7.5,17,8,139.5,140,629,4.5,8,1,2018
59,Isaiah Green,Marshall,CUSA,10,187,330,56.7,2459,7.5,7.0,15,10,128.2,45,116,2.6,1,0,2018
60,JT Daniels,USC,Pac-12,11,216,363,59.5,2672,7.4,6.9,14,10,128.6,45,-149,-3.3,0,1,2018
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2018
61,Anthony Russo,Temple,American,11,198,345,57.4,2563,7.4,6.4,14,14,125.1,43,63,1.5,3,0,2018
62,Anthony Brown,Boston College,ACC,12,158,285,55.4,2121,7.4,7.4,20,9,134.8,54,85,1.6,1,1,2018
63,Ryan Agnew,San Diego State,MWC,12,115,223,51.6,1651,7.4,7.1,10,6,123.2,62,141,2.3,0,0,2018
64,Dan Ellington,Georgia State,Sun Belt,11,174,292,59.6,2119,7.3,7.3,12,5,130.7,159,625,3.9,5,0,2018
65,Sawyer Smith,Troy,Sun Belt,13,144,229,62.9,1669,7.3,7.3,14,6,139.0,74,191,2.6,1,0,2018
66,Gardner Minshew,Washington State,Pac-12,13,468,662,70.7,4779,7.2,7.8,38,9,147.6,58,119,2.1,4,1,2018
67,Nathan Stanley,Iowa,Big Ten,13,235,396,59.3,2852,7.2,7.4,26,10,136.5,36,4,0.1,1,1,2018
68,Steven Montez,Colorado,Pac-12,12,258,399,64.7,2849,7.1,7.1,19,9,135.8,94,238,2.5,4,1,2018
69,Tyler Wiegers,Eastern Michigan,MAC,12,171,265,64.5,1887,7.1,7.4,11,3,135.8,66,48,0.7,1,0,2018
70,Stephen Calvert,Liberty,Ind,12,240,439,54.7,3068,7.0,6.1,21,18,121.0,30,-146,-4.9,2,0,2018
71,Trace McSorley,Penn State,Big Ten,13,192,361,53.2,2530,7.0,7.1,18,7,124.6,170,798,4.7,12,1,2018
72,Terry Wilson,Kentucky,SEC,13,180,268,67.2,1889,7.0,6.5,11,8,133.9,135,547,4.1,4,1,2018
73,J'mar Smith,Louisiana Tech,CUSA,13,264,461,57.3,3160,6.9,6.5,15,10,121.2,90,159,1.8,3,0,2018
74,Deondre Francois,Florida State,ACC,11,227,396,57.3,2731,6.9,6.3,15,12,121.7,78,16,0.2,3,1,2018
75,Ben Hicks,SMU,American,12,208,372,55.9,2582,6.9,7.1,19,7,127.3,45,-68,-1.5,0,0,2018
76,Gus Ragland,Miami (OH),MAC,12,226,371,60.9,2547,6.9,7.2,17,5,131.0,92,214,2.3,7,0,2018
77,Eli Peters,Toledo,MAC,11,146,265,55.1,1837,6.9,7.1,18,7,130.5,23,44,1.9,0,0,2018
78,Collin Hill,Colorado State,MWC,10,119,202,58.9,1387,6.9,6.0,7,7,121.1,28,-10,-0.4,1,0,2018
79,Daniel Jones,Duke,ACC,11,237,392,60.5,2674,6.8,6.9,22,9,131.7,104,319,3.1,3,1,2018
80,Jarret Doege,Bowling Green State,MAC,12,242,389,62.2,2660,6.8,6.8,27,12,136.4,51,-188,-3.7,2,0,2018
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2018
81,Kato Nelson,Akron,MAC,11,178,342,52.0,2329,6.8,6.6,15,8,119.0,131,303,2.3,1,0,2018
82,Holton Ahlers,East Carolina,American,10,127,263,48.3,1785,6.8,7.2,12,3,118.1,119,592,5.0,6,0,2018
83,Dorian Thompson-Robinson,UCLA,Pac-12,9,112,194,57.7,1311,6.8,6.6,7,4,122.3,50,68,1.4,0,1,2018
84,Nathan Elliott,North Carolina,ACC,10,201,325,61.8,2169,6.7,6.1,11,9,123.5,39,35,0.9,0,1,2018
85,Skylar Thompson,Kansas State,Big 12,11,122,208,58.7,1391,6.7,6.7,9,4,125.3,105,373,3.6,5,1,2018
86,Clayton Thorson,Northwestern,Big Ten,14,299,489,61.1,3183,6.5,5.8,17,15,121.2,78,-110,-1.4,9,1,2018
87,Josh Adkins,New Mexico State,Ind,10,222,393,56.5,2563,6.5,6.2,13,9,117.6,86,117,1.4,0,0,2018
88,Jawon Pass,Louisville,ACC,11,162,300,54.0,1960,6.5,5.3,8,12,109.7,76,93,1.2,2,1,2018
89,AJ Bush,Illinois,Big Ten,10,117,217,53.9,1413,6.5,5.0,6,10,108.5,138,733,5.3,8,1,2018
90,Peyton Ramsey,Indiana,Big Ten,12,295,447,66.0,2875,6.4,6.0,19,13,128.2,111,354,3.2,5,1,2018
91,Kenny Pickett,Pitt,ACC,14,180,310,58.1,1969,6.4,6.3,12,6,120.3,117,220,1.9,3,1,2018
92,Nick Fitzgerald,Mississippi State,SEC,12,145,281,51.6,1767,6.3,6.0,16,9,116.8,221,1121,5.1,13,1,2018
93,Ty Storey,Arkansas,SEC,10,143,250,57.2,1584,6.3,5.4,11,10,116.9,67,146,2.2,1,1,2018
94,David Pindell,Connecticut,American,12,186,314,59.2,1962,6.2,5.6,19,13,123.4,212,1139,5.4,10,0,2018
95,Max Gilliam,UNLV,MWC,9,125,226,55.3,1394,6.2,5.8,14,8,120.5,51,-4,-0.1,1,0,2018
96,Shawn Stankavage,Rice,CUSA,10,124,219,56.6,1328,6.1,4.9,10,10,113.5,44,47,1.1,0,0,2018
97,Tyler Vitt,Texas State,Sun Belt,9,116,191,60.7,1159,6.1,4.4,7,10,113.3,81,237,2.9,2,0,2018
98,Woody Barrett,Kent State,MAC,12,229,390,58.7,2339,6.0,5.5,11,9,113.8,163,503,3.1,7,0,2018
99,Brian Lewerke,Michigan State,Big Ten,11,184,339,54.3,2040,6.0,5.0,8,11,106.1,90,184,2.0,2,1,2018
100,Peyton Bender,Kansas,Big 12,11,183,321,57.0,1894,5.9,6.3,13,3,118.1,35,-156,-4.5,0,1,2018
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2018
101,Chase Garbers,California,Pac-12,11,159,260,61.2,1506,5.8,5.1,14,10,119.9,98,420,4.3,2,1,2018
102,Riley Neal,Ball State,MAC,9,194,335,57.9,1917,5.7,5.8,11,4,114.4,86,357,4.2,5,0,2018
103,Steven Duncan,Western Kentucky,CUSA,9,108,187,57.8,1071,5.7,5.0,9,7,114.3,74,192,2.6,2,0,2018
104,Marcus Childers,Northern Illinois,MAC,14,234,397,58.9,2175,5.5,5.1,15,10,112.4,194,531,2.7,6,0,2018
105,Tyler Vander Waal,Wyoming,MWC,10,120,246,48.8,1310,5.3,5.0,5,4,97.0,61,-63,-1.0,2,0,2018
106,Cordale Grundy,UTSA,CUSA,9,111,220,50.5,989,4.5,4.3,5,3,93.0,64,167,2.6,1,0,2018
107,Artur Sitkowski,Rutgers,Big Ten,11,134,273,49.1,1158,4.2,1.6,4,18,76.4,22,-66,-3.0,0,1,2018
1,Jalen Hurts,Oklahoma,Big 12,14,237,340,69.7,3851,11.3,12.2,32,8,191.2,233,1298,5.6,20,1,2019
2,Joe Burrow,LSU,SEC,15,402,527,76.3,5671,10.8,12.5,60,6,202.0,115,368,3.2,5,1,2019
3,Tyler Huntley,Utah,Pac-12,14,220,301,73.1,3092,10.3,10.9,19,4,177.6,104,290,2.8,5,1,2019
4,Tanner Morgan,Minnesota,Big Ten,13,210,318,66.0,3253,10.2,11.1,30,7,178.7,61,-57,-0.9,1,1,2019
5,Trey Lance,North Dakota State,MVC,16,192,287,66.9,2786,9.7,11.7,28,0,180.6,169,1100,6.5,14,0,2019
6,Brady White,Memphis,American,14,269,421,63.9,4014,9.5,9.9,33,11,164.6,61,-71,-1.2,4,0,2019
7,Layne Hatcher,Arkansas State,Sun Belt,10,204,310,65.8,2946,9.5,9.8,27,10,167.9,79,46,0.6,1,0,2019
8,Dillon Gabriel,UCF,American,13,236,398,59.3,3653,9.2,9.8,29,7,156.9,71,78,1.1,4,0,2019
9,Justin Fields,Ohio State,Big Ten,14,238,354,67.2,3273,9.2,11.2,41,3,181.4,137,484,3.5,10,1,2019
10,Trevor Lawrence,Clemson,ACC,15,268,407,65.8,3665,9.0,9.9,36,8,166.7,103,563,5.5,9,1,2019
11,Tyler Johnston III,UAB,CUSA,11,147,249,59.0,2250,9.0,7.7,17,15,145.4,84,247,2.9,1,0,2019
12,Kedon Slovis,USC,Pac-12,12,282,392,71.9,3502,8.9,9.4,30,9,167.6,45,-57,-1.3,0,1,2019
13,Chris Reynolds,Charlotte,CUSA,13,181,291,62.2,2564,8.8,8.6,22,11,153.6,153,791,5.2,6,0,2019
14,Jayden Daniels,Arizona State,Pac-12,12,205,338,60.7,2943,8.7,9.4,17,2,149.2,125,355,2.8,3,1,2019
15,Sam Howell,North Carolina,ACC,13,259,422,61.4,3641,8.6,9.7,38,7,160.2,94,35,0.4,1,1,2019
16,Jack Abraham,Southern Mississippi,CUSA,13,275,405,67.9,3496,8.6,7.9,19,15,148.5,81,77,1.0,6,0,2019
17,Nathan Rourke,Ohio,MAC,13,200,328,61.0,2820,8.6,9.1,20,5,150.3,154,867,5.6,13,0,2019
18,Stephen Calvert,Liberty,Ind,13,249,431,57.8,3663,8.5,9.1,28,7,147.4,40,-151,-3.8,0,0,2019
19,Brock Purdy,Iowa State,Big 12,13,312,475,65.7,3982,8.4,8.7,27,9,151.1,93,249,2.7,8,1,2019
20,Dustin Crum,Kent State,MAC,13,217,313,69.3,2625,8.4,9.4,20,2,159.6,168,707,4.2,6,0,2019
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2019
21,Jarrett Guarantano,Tennessee,SEC,13,152,257,59.1,2158,8.4,8.2,16,8,144.0,49,54,1.1,0,1,2019
22,Spencer Sanders,Oklahoma State,Big 12,11,155,247,62.8,2065,8.4,7.7,16,11,145.4,139,628,4.5,2,1,2019
23,Kyle Trask,Florida,SEC,12,237,354,66.9,2941,8.3,8.8,25,7,156.1,63,8,0.1,4,1,2019
24,Patrick O'Brien,Colorado State,MWC,11,209,338,61.8,2803,8.3,8.1,13,7,140.0,63,-21,-0.3,2,0,2019
25,Sean Clifford,Penn State,Big Ten,12,189,319,59.2,2654,8.3,8.8,23,7,148.5,116,402,3.5,5,1,2019
26,Josh Love,San Jose State,MWC,12,293,481,60.9,3923,8.2,8.3,22,8,141.2,25,-88,-3.5,3,0,2019
27,Peyton Ramsey,Indiana,Big Ten,11,204,300,68.0,2454,8.2,8.3,13,5,147.7,97,252,2.6,7,1,2019
28,Anthony Gordon,Washington State,Pac-12,13,493,689,71.6,5579,8.1,8.4,48,16,157.9,51,-20,-0.4,0,1,2019
29,Cole McDonald,Hawaii,MWC,14,326,511,63.8,4135,8.1,8.2,33,14,147.6,101,383,3.8,7,0,2019
30,Sam Ehlinger,Texas,Big 12,13,296,454,65.2,3663,8.1,8.5,32,10,151.8,163,663,4.1,7,1,2019
31,Justin Herbert,Oregon,Pac-12,14,286,428,66.8,3471,8.1,9.0,32,6,156.8,58,50,0.9,4,1,2019
32,Charlie Brewer,Baylor,Big 12,14,251,389,64.5,3161,8.1,8.4,21,7,147.0,147,344,2.3,11,1,2019
33,Levi Lewis,Louisiana,Sun Belt,14,243,378,64.3,3050,8.1,9.0,26,4,152.6,69,195,2.8,3,0,2019
34,J'mar Smith,Louisiana Tech,CUSA,11,236,367,64.3,2977,8.1,8.5,18,5,145.9,100,264,2.6,4,0,2019
35,Shane Buechele,SMU,American,13,307,490,62.7,3929,8.0,8.5,34,10,148.8,64,105,1.6,2,0,2019
36,Shea Patterson,Michigan,Big Ten,13,214,381,56.2,3061,8.0,8.3,23,8,139.4,87,50,0.6,5,1,2019
37,Jack Coan,Wisconsin,Big Ten,14,236,339,69.6,2727,8.0,8.4,18,5,151.8,56,22,0.4,4,1,2019
38,James Blackman,Florida State,ACC,12,184,292,63.0,2339,8.0,7.5,17,11,142.0,68,41,0.6,1,1,2019
39,Chris Robison,Florida Atlantic,CUSA,14,291,471,61.8,3701,7.9,8.5,28,6,144.9,84,-60,-0.7,2,0,2019
40,Kaleb Barker,Troy,Sun Belt,12,299,460,65.0,3628,7.9,8.2,30,10,148.4,86,137,1.6,2,0,2019
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2019
41,Mike Glass III,Eastern Michigan,MAC,12,266,401,66.3,3169,7.9,7.9,24,11,147.0,118,428,3.6,8,0,2019
42,Drew Plitt,Ball State,MAC,12,238,370,64.3,2918,7.9,8.3,24,7,148.2,91,171,1.9,5,0,2019
43,Jamie Newman,Wake Forest,ACC,12,220,361,60.9,2868,7.9,8.0,26,11,145.3,180,574,3.2,6,1,2019
44,Jarren Williams,Miami (FL),ACC,12,169,276,61.2,2187,7.9,8.2,19,7,145.4,67,-68,-1.0,0,1,2019
45,Asher O'Hara,Middle Tennessee State,CUSA,12,210,335,62.7,2616,7.8,7.9,20,8,143.2,199,1058,5.3,9,0,2019
46,Justin McMillan,Tulane,American,13,183,314,58.3,2444,7.8,7.4,17,10,135.2,169,745,4.4,12,0,2019
47,Skylar Thompson,Kansas State,Big 12,13,177,297,59.6,2315,7.8,7.8,12,5,135.0,114,405,3.6,11,1,2019
48,Adrian Martinez,Nebraska,Big Ten,10,149,251,59.4,1956,7.8,7.0,10,9,130.8,144,626,4.3,7,1,2019
49,Holton Ahlers,East Carolina,American,12,264,442,59.7,3387,7.7,7.6,21,10,135.3,108,359,3.3,6,0,2019
50,Jacob Eason,Washington,Pac-12,13,260,405,64.2,3132,7.7,8.0,23,8,143.9,46,-69,-1.5,1,1,2019
51,Jett Duffey,Texas Tech,Big 12,10,239,367,65.1,2840,7.7,8.1,18,5,143.6,72,212,2.9,1,1,2019
52,Zach Smith,Tulsa,American,12,246,429,57.3,3279,7.6,7.6,19,9,132.0,75,-96,-1.3,0,0,2019
53,Jon Wassink,Western Michigan,MAC,13,241,407,59.2,3097,7.6,7.7,20,8,135.4,69,319,4.6,3,0,2019
54,Ian Book,Notre Dame,Ind,13,240,399,60.2,3034,7.6,8.6,34,6,149.1,112,546,4.9,4,0,2019
55,Caleb Evans,Louisiana-Monroe,Sun Belt,12,238,389,61.2,2939,7.6,7.5,21,10,137.3,140,794,5.7,12,0,2019
56,Zac Thomas,Appalachian State,Sun Belt,14,225,359,62.7,2718,7.6,8.4,28,6,148.7,104,440,4.2,7,0,2019
57,Jake Luton,Oregon State,Pac-12,11,222,358,62.0,2714,7.6,8.8,28,3,149.8,44,-87,-2.0,1,1,2019
58,Brett Gabbert,Miami (OH),MAC,14,175,316,55.4,2411,7.6,7.2,11,8,125.9,88,72,0.8,3,0,2019
59,Kelly Bryant,Missouri,SEC,10,181,292,62.0,2215,7.6,7.7,15,6,138.5,106,242,2.3,1,1,2019
60,Fred Payton,Coastal Carolina,Sun Belt,10,119,187,63.6,1421,7.6,7.2,12,7,141.2,54,181,3.4,2,0,2019
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2019
61,Mason Fine,North Texas,CUSA,12,257,414,62.1,3088,7.5,7.9,29,9,143.5,55,-98,-1.8,2,0,2019
62,Dorian Thompson-Robinson,UCLA,Pac-12,11,216,362,59.7,2701,7.5,7.1,21,12,134.9,118,198,1.7,4,1,2019
63,Tevaka Tuioti,New Mexico,MWC,9,102,195,52.3,1460,7.5,6.8,7,6,120.9,52,262,5.0,0,0,2019
64,Nathan Stanley,Iowa,Big Ten,13,237,399,59.4,2951,7.4,7.4,16,7,131.2,76,7,0.1,1,1,2019
65,Jake Fromm,Georgia,SEC,14,234,385,60.8,2860,7.4,8.1,24,5,141.2,38,-12,-0.3,0,1,2019
66,Ty Storey,Western Kentucky,CUSA,11,241,345,69.9,2567,7.4,7.3,14,7,141.7,118,276,2.3,7,0,2019
67,Ross Bowers,Northern Illinois,MAC,9,166,287,57.8,2130,7.4,6.7,7,8,122.7,34,-111,-3.3,1,0,2019
68,Jorge Reyna,Fresno State,MWC,12,236,365,64.7,2654,7.3,6.7,15,11,133.3,98,264,2.7,2,0,2019
69,Isaiah Green,Marshall,CUSA,13,189,336,56.3,2438,7.3,6.7,15,11,125.4,114,300,2.6,5,0,2019
70,Khalil Tate,Arizona,Pac-12,11,160,266,60.2,1954,7.3,6.5,14,11,131.0,90,413,4.6,3,1,2019
71,Kai Locksley,UTEP,CUSA,11,103,181,56.9,1329,7.3,6.8,6,5,124.0,126,535,4.2,5,0,2019
72,Jordan Love,Utah State,MWC,13,293,473,61.9,3402,7.2,6.4,20,17,129.1,81,175,2.2,0,0,2019
73,Carter Stanley,Kansas,Big 12,12,226,371,60.9,2664,7.2,7.1,24,11,136.7,67,68,1.0,1,1,2019
74,James Morgan,Florida International,CUSA,12,207,357,58.0,2585,7.2,7.4,14,5,128.9,32,-40,-1.3,2,0,2019
75,Bryce Perkins,Virginia,ACC,14,319,495,64.4,3530,7.1,6.9,22,12,134.2,227,769,3.4,11,1,2019
76,Brian Lewerke,Michigan State,Big Ten,13,260,436,59.6,3079,7.1,6.5,17,13,125.9,111,363,3.3,3,1,2019
77,Tommy Devito,Syracuse,ACC,12,213,337,63.2,2360,7.0,7.5,19,5,137.7,112,122,1.1,2,1,2019
78,Kellen Mond,Texas A&M,SEC,13,258,419,61.6,2897,6.9,6.9,20,9,131.1,126,501,4.0,8,1,2019
79,Steven Montez,Colorado,Pac-12,12,255,405,63.0,2808,6.9,6.7,17,10,130.1,65,153,2.4,3,1,2019
80,Dan Ellington,Georgia State,Sun Belt,13,227,355,63.9,2447,6.9,7.1,22,8,137.8,160,668,4.2,6,0,2019
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2019
81,Brandon Peters,Illinois,Big Ten,11,152,275,55.3,1884,6.9,6.9,18,8,128.6,74,213,2.9,3,1,2019
82,Jack Zergiotis,Connecticut,American,10,150,260,57.7,1782,6.9,5.6,9,11,118.2,41,-46,-1.1,0,0,2019
83,Tyler Vitt,Texas State,Sun Belt,9,147,231,63.6,1590,6.9,5.1,11,14,125.0,56,119,2.1,0,0,2019
84,Anthony Russo,Temple,American,13,246,419,58.7,2861,6.8,6.5,21,12,126.9,35,-64,-1.8,2,0,2019
85,Kenyon Oblad,UNLV,MWC,11,167,308,54.2,2081,6.8,6.6,18,9,124.4,45,-43,-1.0,1,0,2019
86,Bo Nix,Auburn,SEC,13,217,377,57.6,2542,6.7,6.9,16,6,125.0,97,313,3.2,7,1,2019
87,Desmond Ridder,Cincinnati,American,13,179,325,55.1,2164,6.7,6.5,18,9,123.7,144,650,4.5,5,0,2019
88,Kenny Pickett,Pitt,ACC,12,289,469,61.6,3098,6.6,6.3,13,9,122.4,95,110,1.2,2,1,2019
89,Ryan Agnew,San Diego State,MWC,12,234,371,63.1,2462,6.6,6.7,14,6,128.0,72,116,1.6,1,0,2019
90,Austin Kendall,West Virginia,Big 12,9,187,304,61.5,1989,6.5,5.9,12,10,122.9,45,91,2.0,1,1,2019
91,Kato Nelson,Akron,MAC,10,151,280,53.9,1820,6.5,6.3,11,6,117.2,109,121,1.1,0,0,2019
92,Jordan McCloud,South Florida,American,12,124,224,55.4,1429,6.4,5.8,12,8,119.5,105,283,2.7,4,0,2019
93,Carson Strong,Nevada,MWC,10,237,374,63.4,2335,6.2,6.0,11,7,121.8,54,-6,-0.1,0,0,2019
94,Josh Jackson,Maryland,Big Ten,10,98,207,47.3,1274,6.2,6.0,12,6,112.4,53,-53,-1.0,0,1,2019
95,Max Duggan,TCU,Big 12,12,181,339,53.4,2077,6.1,5.7,15,10,113.6,130,555,4.3,6,1,2019
96,Riley Neal,Vanderbilt,SEC,11,149,258,57.8,1585,6.1,6.0,9,5,117.0,53,47,0.9,0,1,2019
97,Lowell Narcisse,UTSA,CUSA,11,107,201,53.2,1226,6.1,5.8,8,5,112.6,118,492,4.2,4,0,2019
98,James Graham,Georgia Tech,ACC,11,87,193,45.1,1164,6.0,5.6,12,7,109.0,99,290,2.9,3,1,2019
99,Josh Adkins,New Mexico State,Ind,12,275,437,62.9,2588,5.9,5.0,14,15,116.4,106,41,0.4,4,0,2019
100,Ryan Hilinski,South Carolina,SEC,11,236,406,58.1,2357,5.8,5.8,11,5,113.4,33,-55,-1.7,1,1,2019
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2019
101,Quentin Harris,Duke,ACC,12,209,357,58.5,2078,5.8,5.3,16,11,116.1,160,510,3.2,7,1,2019
102,Grant Loy,Bowling Green State,MAC,12,115,203,56.7,1137,5.6,3.8,6,11,102.6,100,427,4.3,4,0,2019
